Idx_Sample;Ref.;Mixture Code in Ref;SiO2;Al2O3;Fe2O3;CaO;MgO;Na2O;K2O;SO3;TiO2;P2O5;SrO;Mn2O3;MnO;LOI;FA_SiO2;FA_Al2O3;FA_Fe2O3;FA_CaO;FA_MgO;FA_Na2O;FA_K2O;FA_SO3;FA_TiO2;FA_P2O5;FA_SrO;FA_Mn2O3;FA_MnO;FA_LOI;GGBFS_SiO2;GGBFS_Al2O3;GGBFS_Fe2O3;GGBFS_CaO;GGBFS_MgO;GGBFS_Na2O;GGBFS_K2O;GGBFS_SO3;GGBFS_TiO2;GGBFS_P2O5;GGBFS_SrO;GGBFS_Mn2O3;GGBFS_MnO;GGBFS_LOI;OtherSCM_SiO2;OtherSCM_Al2O3;OtherSCM_Fe2O3;OtherSCM_CaO;OtherSCM_MgO;OtherSCM_Na2O;OtherSCM_K2O;OtherSCM_SO3;OtherSCM_TiO2;OtherSCM_P2O5;OtherSCM_SrO;OtherSCM_Mn2O3;OtherSCM_MnO;OtherSCM_LOI;SF_SiO2;SF_Al2O3;SF_Fe2O3;SF_CaO;SF_MgO;SF_Na2O;SF_K2O;SF_SO3;SF_TiO2;SF_P2O5;SF_SrO;SF_Mn2O3;SF_MnO;SF_LOI;Kaolin_SiO2;Kaoliin_Al2O3;Kaolin_Fe2O3;Kaolin_CaO;Kaolin_MgO;Kaolin_Na2O;Kaolin_K2O;Kaolin_SO3;Kaolin_TiO2;Kaolin_P2O5;Kaolin_SrO;Kaolin_Mn2O3;Kaolin_MnO;Kaolin_LOI;OPC_SiO2;OPC_Al2O3;OPC_Fe2O3;OPC_CaO;OPC_MgO;OPC_Na2O;OPC_K2O;OPC_SO3;OPC_TiO2;OPC_P2O5;OPC_SrO;OPC_Mn2O3;OPC_MnO;OPC_LOI;Fine modulus (m2/kg);Specific gravity;OPC (kg/m3);FA (kg/m3);GGBFS (kg/m3);SF (kg/m3);MK (kg/m3);Other SCM (kg/m3);OPC density (kg/m3);FA density (kg/m3);GGBFS density (kg/m3);SF density (kg/m3);MK density (kg/m3);Other SCM density (kg/m3);Coarse aggregate (kg/m3);Fine aggregate (kg in 1m3 mix);Total aggregates (kg in 1m3 mix);Coarse Agg density (kg/m3);Fine Agg density (kg/m3);NaOH specific gravity;Na2SiO3 specific gravity;Total Na2SiO3 (kg in 1m3 of mix);Na2O (l);SiO2 (l);H2O;Na2O (Dry);SiO2 (Dry);Water;Total NaOH (kg in 1m3 mix);Concentration (M) NaOH;Water;NaOH (Dry);Additional water (kg in 1m3 mix);Superplasticizer (kg in 1m3 mix);Total water (in solutions + additional) (kg in 1m3 mix);Initial curing time (day) ;Initial curing temp (C);Initial curing rest time (day);Final curing temp (C);Cube D (mm);Cylinder D (mm);Cylinder H (mm);1-d Cubic compressive strength (MPa);3-d Cubic compressive strength (MPa);7-d Cubic compressive strength (MPa);14-d Cubic compressive strength (MPa) ;21-d Cubic compressive strength (MPa);28-d Cubic compressive strength (MPa);56-d Cubic compressive strength (MPa);90-d Cubic compressive strength (MPa) ;180-d Cubic compressive strength (MPa);365-d Cubic compressive strength (MPa) ;4 HOURS Cylindrical compressive strength (MPa);1-d Cylindrical compressive strength (MPa);2-d Cylindrical compressive strength (MPa);3-d Cylindrical compressive strength (MPa);4-d Cylindrical compressive strength (MPa);5-d Cylindrical compressive strength (MPa);7-d Cylindrical compressive strength (MPa);12-d Cylindrical compressive strength (MPa);14-d Cylindrical compressive strength (MPa);21-d Cylindrical compressive strength (MPa);28-d Cylindrical compressive strength (MPa);56-d Cylindrical compressive strength (MPa) ;90-d Cylindrical compressive strength (MPa);180-d Cylindrical compressive strength (MPa) ;365-d Cylindrical compressive strength (MPa);3-d fst-cube (MPa);7-d fst-cube (MPa);14-d fst-cube (MPa);21-d fst-cube (MPa);28-d fst-cube (MPa);56-d fst-cube (MPa);180-d fst-cube (MPa);3-d fst-cylinder (MPa);7-d fst-cylinder (MPa);14-d fst-cylinder (MPa);21-d fst-cylinder (MPa);28-dfst-cylinder (MPa);56-d fst-cylinder (MPa);90-d fst-cylinder (MPa);180-d fst-cylinder (MPa);365-d fst-cylinder (MPa);3-d Ec (MPa);7-d Ec (MPa);14-d Ec (MPa);21-d Ec (MPa);28-d Ec (MPa);56-d Ec (MPa);90-d Ec (MPa);180-d Ec (MPa) ;365-d Ec (MPa);3-d WA (%);7-d WA (%);14-d WA (%);21-d WA (%);28-d WA (%);56-d WA (%);90-d WA (%);180-d WA (%);365-d WA (%);3-d Porosity/AVPV (%);7-d Porosity/AVPV (%);14-d Porosity/AVPV (%);21-d Porosity/AVPV (%);28-d Porosity/AVPV (%);56-d Porosity/AVPV (%);90-d Porosity/AVPV (%);180-d Porosity/AVPV (%);365-d Porosity/AVPV (%);3-d Water permeability (mm);7-d Water permeability (mm);14-d Water permeability (mm);21-d Water permeability (mm);28-d Water permeability (mm);56-d Water permeability (mm);90-d Water permeability (mm);180-d Water permeability (mm);365-d Water permeability (mm);3-d Abrasion resistance (mm);7-d Abrasion resistance (mm);14-d Abrasion resistance (mm);21-d Abrasion resistance (mm);28-d Abrasion resistance (mm);56-d Abrasion resistance (mm);90-d Abrasion resistance (mm);180-d Abrasion resistance (mm);365-d Abrasion resistance (mm);3-d UPV (m/s);7-d UPV (m/s);14-d UPV (m/s);21-d UPV (m/s);28-d UPV (m/s);56-d UPV (m/s);90-d UPV (m/s);180-d UPV (m/s);365-d UPV (m/s);3-d sorptivity(m/s^0.5);7-d sorptivity(m/s^0.5);14-d sorptivity(m/s^0.5);21-d sorptivity(m/s^0.5);28-d sorptivity(m/s^0.5);56-d sorptivity(m/s^0.5);90-d sorptivity(m/s^0.5);180-d sorptivity(m/s^0.5);365-d sorptivity(m/s^0.5);Slump (mm);flowtable;Seeting I;Setting F;"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
1194;[83];F80C20;47,594;23,906;7,58;15,936;1,668;0,52;1,456;0,768;0;0;0;0;;0;42,872;22,768;6,968;3,384;1,472;0,464;1,304;0,768;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,722;1,138;0,612;12,552;0,196;0,056;0,152;0;0;0;0;0;0;0;300;2,962;62;248;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;150;;;;63,2231;64,2149;;;64,7107;;65,7025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,43636;;1,18182;;1,11818;;;;;6,95694;;6,13459;;6,02177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,98468;;2,69571;;2,54438;55;;;;190,2586381
1194_1;[83];F80C20;47,594;23,906;7,58;15,936;1,668;0,52;1,456;0,768;0;0;0;0;;0;42,872;22,768;6,968;3,384;1,472;0,464;1,304;0,768;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,722;1,138;0,612;12,552;0,196;0,056;0,152;0;0;0;0;0;0;0;300;2,962;62;248;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;;150;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,84891;4,99541;;;5,1136;;5,26005;;5,40665;;;;;;;;;;;;;;1,43636;;1,18182;;1,11818;;;;;6,95694;;6,13459;;6,02177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,98468;;2,69571;;2,54438;55;;;;190,2586381
1195;[83];F75C25;46,095;22,7675;7,2975;18,8625;1,625;0,505;1,4125;0,72;0;0;0;0;;0;40,1925;21,345;6,5325;3,1725;1,38;0,435;1,2225;0,72;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,9025;1,4225;0,765;15,69;0,245;0,07;0,19;0;0;0;0;0;0;0;298,25;2,9225;77,5;232,5;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;150;;;;61,4876;62,4793;;;63,719;;64,4628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,58182;;1,34545;;1,21818;;;;;7,14915;;6,8427;;6,40738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,13192;;2,8705;;2,80167;52;;;;203,2166381
1195_1;[83];F75C25;46,095;22,7675;7,2975;18,8625;1,625;0,505;1,4125;0,72;0;0;0;0;;0;40,1925;21,345;6,5325;3,1725;1,38;0,435;1,2225;0,72;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,9025;1,4225;0,765;15,69;0,245;0,07;0,19;0;0;0;0;0;0;0;298,25;2,9225;77,5;232,5;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;;150;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,38469;4,55931;;;4,81849;;4,92274;;5,04102;;;;;;;;;;;;;;1,58182;;1,34545;;1,21818;;;;;7,14915;;6,8427;;6,40738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,13192;;2,8705;;2,80167;52;;;;203,2166381
1196;[83];F70C30;44,596;21,629;7,015;21,789;1,582;0,49;1,369;0,672;0;0;0;0;;0;37,513;19,922;6,097;2,961;1,288;0,406;1,141;0,672;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,083;1,707;0,918;18,828;0,294;0,084;0,228;0;0;0;0;0;0;0;296,5;2,883;93;217;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;150;;;;60,4959;61,2397;;;61,7355;;62,4793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,72727;;1,51818;;1,38182;;;;;7,92178;;7,55097;;7,05058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,26994;;3,05441;;2,95813;50;;;;216,1746381
1196_1;[83];F70C30;44,596;21,629;7,015;21,789;1,582;0,49;1,369;0,672;0;0;0;0;;0;37,513;19,922;6,097;2,961;1,288;0,406;1,141;0,672;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,083;1,707;0,918;18,828;0,294;0,084;0,228;0;0;0;0;0;0;0;296,5;2,883;93;217;;;;;3,12;2,33;;;;;1204;649;1853;2,65;2,64;2,13;1,53;122;0,162;0,3472;0,49;19,79;42,41;59,94771429;48,85714286;10;29,31428571;19,54285714;0;6,2;92,982;1;80;0;24;;150;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,14583;4,26411;;;4,46695;;4,58514;;4,6754;;;;;;;;;;;;;;1,72727;;1,51818;;1,38182;;;;;7,92178;;7,55097;;7,05058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,26994;;3,05441;;2,95813;50;;;;216,1746381
1197;[84];G100C0;53,01;27,89;8,71;4,23;1,84;0,58;1,63;0,96;0;0;0;0;;1,15;53,01;27,89;8,71;4,23;1,84;0,58;1,63;0,96;0;0;0;0;0;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;310;;;;;3,12;2,33;;;;;1204;649;1853;2,7;2,54;0;0;114;0,162;0,3472;0,49;18,47;39,58;55,9512;57;10;34,2;22,8;0;6,2;93,8712;1;80;;24;150;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,2;;3,5;;3,2;;;;;14,9;;13;;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,13;;3,83;;3,61;;;;;141,7840667
1198;[84];G90C10;49,896;25,57;8,266;10,253;1,754;0,55;1,543;1,133;0;0;0;0;;1,035;47,709;25,101;7,839;3,807;1,656;0,522;1,467;0,864;0;0;0;0;0;1,035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,187;0,469;0,427;6,46;0,098;0,028;0,076;0,269;0;0;0;0;0;0;;;31;279;;;;;3,12;2,33;;;;;1204;649;1853;2,7;2,54;0;0;114;0,162;0,3472;0,49;18,47;39,58;55,9512;57;10;34,2;22,8;0;6,2;93,8712;1;80;;24;150;;;;50,5785;52,314;;;54,5455;;57,7686;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1;;2;;1,7;;;;;8,7;;8,5;;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,32;;3,22;;3,13;;;;;167,7000667
1199;[84];G80C20;46,782;23,25;7,822;16,276;1,668;0,52;1,456;1,306;0;0;0;0;;0,92;42,408;22,312;6,968;3,384;1,472;0,464;1,304;0,768;0;0;0;0;0;0,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,374;0,938;0,854;12,92;0,196;0,056;0,152;0,538;0;0;0;0;0;0;;;62;248;;;;;3,12;2,33;;;;;1204;649;1853;2,7;2,54;0;0;114;0,162;0,3472;0,49;18,47;39,58;55,9512;57;10;34,2;22,8;0;6,2;93,8712;1;80;;24;150;;;;62,9752;63,719;;;64,2149;;65,2066;;66,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;;1,2;;1,1;;;;;6,9;;6,2;;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,98;;2,69;;2,54;;;;;193,6160667
1200;[84];G70C30;43,668;20,93;7,378;22,299;1,582;0,49;1,369;1,479;0;0;0;0;;0,805;37,107;19,523;6,097;2,961;1,288;0,406;1,141;0,672;0;0;0;0;0;0,805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,561;1,407;1,281;19,38;0,294;0,084;0,228;0,807;0;0;0;0;0;0;;;93;217;;;;;3,12;2,33;;;;;1204;649;1853;2,7;2,54;0;0;114;0,162;0,3472;0,49;18,47;39,58;55,9512;57;10;34,2;22,8;0;6,2;93,8712;1;80;;24;150;;;;60,2479;60,9917;;;61,4876;;61,9835;;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;;1,5;;1,4;;;;;7,9;;7,6;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,26;;3,04;;2,94;;;;;219,5320667
1201;[85];T1;37,6845;14,9325;17,8615;20,516;2,3995;0,874;0,6905;5,0415;0;0;0;0;;0;36,6985;14,706;17,632;17,2045;2,356;0,8455;0,646;4,9115;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,986;0,2265;0,2295;3,3115;0,0435;0,0285;0,0445;0,13;0;0;0;0;0;0;271;2,3695;15,9;302,1;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;5;40;10;0;6,36;105,166;1;60;;24;150;;;;;48,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,2111333
1202;[85];T2;37,6845;14,9325;17,8615;20,516;2,3995;0,874;0,6905;5,0415;0;0;0;0;;0;36,6985;14,706;17,632;17,2045;2,356;0,8455;0,646;4,9115;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,986;0,2265;0,2295;3,3115;0,0435;0,0285;0,0445;0,13;0;0;0;0;0;0;271;2,3695;15,9;302,1;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;10;30;20;0;6,36;95,166;1;70;;24;150;;;;;54,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147,7778
1203;[85];T3;37,6845;14,9325;17,8615;20,516;2,3995;0,874;0,6905;5,0415;0;0;0;0;;0;36,6985;14,706;17,632;17,2045;2,356;0,8455;0,646;4,9115;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,986;0,2265;0,2295;3,3115;0,0435;0,0285;0,0445;0,13;0;0;0;0;0;0;271;2,3695;15,9;302,1;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;15;20;30;0;6,36;85,166;1;80;;24;150;;;;;56,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173,3444667
1204;[85];T4;37,6845;14,9325;17,8615;20,516;2,3995;0,874;0,6905;5,0415;0;0;0;0;;0;36,6985;14,706;17,632;17,2045;2,356;0,8455;0,646;4,9115;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,986;0,2265;0,2295;3,3115;0,0435;0,0285;0,0445;0,13;0;0;0;0;0;0;271;2,3695;15,9;302,1;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;20;10;40;0;6,36;75,166;1;90;;24;150;;;;;55,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198,9111333
1205;[85];T5;36,739;14,385;17,163;22,922;2,319;0,858;0,701;4,913;0;0;0;0;;0;34,767;13,932;16,704;16,299;2,232;0,801;0,612;4,653;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,972;0,453;0,459;6,623;0,087;0,057;0,089;0,26;0;0;0;0;0;0;274;2,409;31,8;286,2;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;5;40;10;0;6,36;105,166;1;70;;24;150;;;;;54,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,9202
1206;[85];T6;36,739;14,385;17,163;22,922;2,319;0,858;0,701;4,913;0;0;0;0;;0;34,767;13,932;16,704;16,299;2,232;0,801;0,612;4,653;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,972;0,453;0,459;6,623;0,087;0,057;0,089;0,26;0;0;0;0;0;0;274;2,409;31,8;286,2;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;10;30;20;0;6,36;95,166;1;60;;24;150;;;;;55,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154,6535333
1207;[85];T7;36,739;14,385;17,163;22,922;2,319;0,858;0,701;4,913;0;0;0;0;;0;34,767;13,932;16,704;16,299;2,232;0,801;0,612;4,653;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,972;0,453;0,459;6,623;0,087;0,057;0,089;0,26;0;0;0;0;0;0;274;2,409;31,8;286,2;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;15;20;30;0;6,36;85,166;1;90;;24;150;;;;;59,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193,0535333
1208;[85];T8;36,739;14,385;17,163;22,922;2,319;0,858;0,701;4,913;0;0;0;0;;0;34,767;13,932;16,704;16,299;2,232;0,801;0,612;4,653;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,972;0,453;0,459;6,623;0,087;0,057;0,089;0,26;0;0;0;0;0;0;274;2,409;31,8;286,2;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;20;10;40;0;6,36;75,166;1;80;;24;150;;;;;57,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205,7868667
1209;[85];T9;35,7935;13,8375;16,4645;25,328;2,2385;0,842;0,7115;4,7845;0;0;0;0;;0;32,8355;13,158;15,776;15,3935;2,108;0,7565;0,578;4,3945;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,958;0,6795;0,6885;9,9345;0,1305;0,0855;0,1335;0,39;0;0;0;0;0;0;277;2,4485;47,7;270,3;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;5;40;10;0;6,36;105,166;1;80;;24;150;;;;;57,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161,6292667
1210;[85];T10;35,7935;13,8375;16,4645;25,328;2,2385;0,842;0,7115;4,7845;0;0;0;0;;0;32,8355;13,158;15,776;15,3935;2,108;0,7565;0,578;4,3945;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,958;0,6795;0,6885;9,9345;0,1305;0,0855;0,1335;0,39;0;0;0;0;0;0;277;2,4485;47,7;270,3;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;10;30;20;0;6,36;95,166;1;90;;24;150;;;;;60,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187,1959333
1211;[85];T11;35,7935;13,8375;16,4645;25,328;2,2385;0,842;0,7115;4,7845;0;0;0;0;;0;32,8355;13,158;15,776;15,3935;2,108;0,7565;0,578;4,3945;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,958;0,6795;0,6885;9,9345;0,1305;0,0855;0,1335;0,39;0;0;0;0;0;0;277;2,4485;47,7;270,3;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;15;20;30;0;6,36;85,166;1;60;;24;150;;;;;55,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187,0959333
1212;[85];T12;35,7935;13,8375;16,4645;25,328;2,2385;0,842;0,7115;4,7845;0;0;0;0;;0;32,8355;13,158;15,776;15,3935;2,108;0,7565;0,578;4,3945;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,958;0,6795;0,6885;9,9345;0,1305;0,0855;0,1335;0,39;0;0;0;0;0;0;277;2,4485;47,7;270,3;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;20;10;40;0;6,36;75,166;1;70;;24;150;;;;;59,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;212,6626
1213;[85];T13;34,848;13,29;15,766;27,734;2,158;0,826;0,722;4,656;0;0;0;0;;0;30,904;12,384;14,848;14,488;1,984;0,712;0,544;4,136;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,944;0,906;0,918;13,246;0,174;0,114;0,178;0,52;0;0;0;0;0;0;280;2,488;63,6;254,4;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;5;40;10;0;6,36;105,166;1;90;;24;150;;;;;57,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181,3383333
1214;[85];T14;34,848;13,29;15,766;27,734;2,158;0,826;0,722;4,656;0;0;0;0;;0;30,904;12,384;14,848;14,488;1,984;0,712;0,544;4,136;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,944;0,906;0,918;13,246;0,174;0,114;0,178;0,52;0;0;0;0;0;0;280;2,488;63,6;254,4;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;10;30;20;0;6,36;95,166;1;80;;24;150;;;;;63,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194,0716667
