Idx_Sample;Ref.;Mixture Code in Ref;SiO2;Al2O3;Fe2O3;CaO;MgO;Na2O;K2O;SO3;TiO2;P2O5;SrO;Mn2O3;MnO;LOI;FA_SiO2;FA_Al2O3;FA_Fe2O3;FA_CaO;FA_MgO;FA_Na2O;FA_K2O;FA_SO3;FA_TiO2;FA_P2O5;FA_SrO;FA_Mn2O3;FA_MnO;FA_LOI;GGBFS_SiO2;GGBFS_Al2O3;GGBFS_Fe2O3;GGBFS_CaO;GGBFS_MgO;GGBFS_Na2O;GGBFS_K2O;GGBFS_SO3;GGBFS_TiO2;GGBFS_P2O5;GGBFS_SrO;GGBFS_Mn2O3;GGBFS_MnO;GGBFS_LOI;OtherSCM_SiO2;OtherSCM_Al2O3;OtherSCM_Fe2O3;OtherSCM_CaO;OtherSCM_MgO;OtherSCM_Na2O;OtherSCM_K2O;OtherSCM_SO3;OtherSCM_TiO2;OtherSCM_P2O5;OtherSCM_SrO;OtherSCM_Mn2O3;OtherSCM_MnO;OtherSCM_LOI;SF_SiO2;SF_Al2O3;SF_Fe2O3;SF_CaO;SF_MgO;SF_Na2O;SF_K2O;SF_SO3;SF_TiO2;SF_P2O5;SF_SrO;SF_Mn2O3;SF_MnO;SF_LOI;Kaolin_SiO2;Kaoliin_Al2O3;Kaolin_Fe2O3;Kaolin_CaO;Kaolin_MgO;Kaolin_Na2O;Kaolin_K2O;Kaolin_SO3;Kaolin_TiO2;Kaolin_P2O5;Kaolin_SrO;Kaolin_Mn2O3;Kaolin_MnO;Kaolin_LOI;OPC_SiO2;OPC_Al2O3;OPC_Fe2O3;OPC_CaO;OPC_MgO;OPC_Na2O;OPC_K2O;OPC_SO3;OPC_TiO2;OPC_P2O5;OPC_SrO;OPC_Mn2O3;OPC_MnO;OPC_LOI;Fine modulus (m2/kg);Specific gravity;OPC (kg/m3);FA (kg/m3);GGBFS (kg/m3);SF (kg/m3);MK (kg/m3);Other SCM (kg/m3);OPC density (kg/m3);FA density (kg/m3);GGBFS density (kg/m3);SF density (kg/m3);MK density (kg/m3);Other SCM density (kg/m3);Coarse aggregate (kg/m3);Fine aggregate (kg in 1m3 mix);Total aggregates (kg in 1m3 mix);Coarse Agg density (kg/m3);Fine Agg density (kg/m3);NaOH specific gravity;Na2SiO3 specific gravity;Total Na2SiO3 (kg in 1m3 of mix);Na2O (l);SiO2 (l);H2O;Na2O (Dry);SiO2 (Dry);Water;Total NaOH (kg in 1m3 mix);Concentration (M) NaOH;Water;NaOH (Dry);Additional water (kg in 1m3 mix);Superplasticizer (kg in 1m3 mix);Total water (in solutions + additional) (kg in 1m3 mix);Initial curing time (day) ;Initial curing temp (C);Initial curing rest time (day);Final curing temp (C);Cube D (mm);Cylinder D (mm);Cylinder H (mm);1-d Cubic compressive strength (MPa);3-d Cubic compressive strength (MPa);7-d Cubic compressive strength (MPa);14-d Cubic compressive strength (MPa) ;21-d Cubic compressive strength (MPa);28-d Cubic compressive strength (MPa);56-d Cubic compressive strength (MPa);90-d Cubic compressive strength (MPa) ;180-d Cubic compressive strength (MPa);365-d Cubic compressive strength (MPa) ;4 HOURS Cylindrical compressive strength (MPa);1-d Cylindrical compressive strength (MPa);2-d Cylindrical compressive strength (MPa);3-d Cylindrical compressive strength (MPa);4-d Cylindrical compressive strength (MPa);5-d Cylindrical compressive strength (MPa);7-d Cylindrical compressive strength (MPa);12-d Cylindrical compressive strength (MPa);14-d Cylindrical compressive strength (MPa);21-d Cylindrical compressive strength (MPa);28-d Cylindrical compressive strength (MPa);56-d Cylindrical compressive strength (MPa) ;90-d Cylindrical compressive strength (MPa);180-d Cylindrical compressive strength (MPa) ;365-d Cylindrical compressive strength (MPa);3-d fst-cube (MPa);7-d fst-cube (MPa);14-d fst-cube (MPa);21-d fst-cube (MPa);28-d fst-cube (MPa);56-d fst-cube (MPa);180-d fst-cube (MPa);3-d fst-cylinder (MPa);7-d fst-cylinder (MPa);14-d fst-cylinder (MPa);21-d fst-cylinder (MPa);28-dfst-cylinder (MPa);56-d fst-cylinder (MPa);90-d fst-cylinder (MPa);180-d fst-cylinder (MPa);365-d fst-cylinder (MPa);3-d Ec (MPa);7-d Ec (MPa);14-d Ec (MPa);21-d Ec (MPa);28-d Ec (MPa);56-d Ec (MPa);90-d Ec (MPa);180-d Ec (MPa) ;365-d Ec (MPa);3-d WA (%);7-d WA (%);14-d WA (%);21-d WA (%);28-d WA (%);56-d WA (%);90-d WA (%);180-d WA (%);365-d WA (%);3-d Porosity/AVPV (%);7-d Porosity/AVPV (%);14-d Porosity/AVPV (%);21-d Porosity/AVPV (%);28-d Porosity/AVPV (%);56-d Porosity/AVPV (%);90-d Porosity/AVPV (%);180-d Porosity/AVPV (%);365-d Porosity/AVPV (%);3-d Water permeability (mm);7-d Water permeability (mm);14-d Water permeability (mm);21-d Water permeability (mm);28-d Water permeability (mm);56-d Water permeability (mm);90-d Water permeability (mm);180-d Water permeability (mm);365-d Water permeability (mm);3-d Abrasion resistance (mm);7-d Abrasion resistance (mm);14-d Abrasion resistance (mm);21-d Abrasion resistance (mm);28-d Abrasion resistance (mm);56-d Abrasion resistance (mm);90-d Abrasion resistance (mm);180-d Abrasion resistance (mm);365-d Abrasion resistance (mm);3-d UPV (m/s);7-d UPV (m/s);14-d UPV (m/s);21-d UPV (m/s);28-d UPV (m/s);56-d UPV (m/s);90-d UPV (m/s);180-d UPV (m/s);365-d UPV (m/s);3-d sorptivity(m/s^0.5);7-d sorptivity(m/s^0.5);14-d sorptivity(m/s^0.5);21-d sorptivity(m/s^0.5);28-d sorptivity(m/s^0.5);56-d sorptivity(m/s^0.5);90-d sorptivity(m/s^0.5);180-d sorptivity(m/s^0.5);365-d sorptivity(m/s^0.5);Slump (mm);flowtable;Seeting I;Setting F;"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
1215;[85];T15;34,848;13,29;15,766;27,734;2,158;0,826;0,722;4,656;0;0;0;0;;0;30,904;12,384;14,848;14,488;1,984;0,712;0,544;4,136;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,944;0,906;0,918;13,246;0,174;0,114;0,178;0,52;0;0;0;0;0;0;280;2,488;63,6;254,4;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;15;20;30;0;6,36;85,166;1;70;;24;150;;;;;64,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,805
1216;[85];T16;34,848;13,29;15,766;27,734;2,158;0,826;0,722;4,656;0;0;0;0;;0;30,904;12,384;14,848;14,488;1,984;0,712;0,544;4,136;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,944;0,906;0,918;13,246;0,174;0,114;0,178;0,52;0;0;0;0;0;0;280;2,488;63,6;254,4;;;;;3,12;2,33;;;;;1230;662;1892;2,54;2,58;0;0;125;0,162;0,3472;0,49;20,25;43,4;61,35;50;20;10;40;0;6,36;75,166;1;60;;24;150;;;;;56,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219,5383333
1217;[86];A35 S00;53,71;27,2;11,7;1,9;0;0,36;0,54;0,3;1,62;0,71;0;0;;0,68;53,71;27,2;11,7;1,9;0;0,36;0,54;0,3;1,62;0,71;0;0;0;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;400;;;;;;;;;;;1218;655,9;1873,9;;;0;0;100;0,115;0,3;0,59;11,5;30;58,5;40;14;17,6;22,4;0;6;79,7;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;32,5;;41,1;;;;;;;;;;;;;;;;;;;;;;;19,8;;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,77072
1218;[86];A35 S10;51,335;25,705;10,582;6,255;0;0,355;0,524;0,632;1,504;0,685;0;0;;0,851;48,339;24,48;10,53;1,71;0;0,324;0,486;0,27;1,458;0,639;0;0;0;0,612;2,996;1,225;0,052;4,545;0;0,031;0,038;0,362;0,046;0,046;0;0;0;0,239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;360;40;;;;;;;;;;1218;655,9;1873,9;;;0;0;100;0,115;0,3;0,59;11,5;30;58,5;40;14;17,6;22,4;6;6;85,7;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;33,3;;43;;;;;;;;;;;;;;;;;;;;;;;19,2;;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,69072
1219;[86];A40 P06;51,71346939;25,82244898;11,14897959;5,67755102;0,159183673;0,368571429;0,506938776;0,434693878;1,520816327;0,666530612;0;0;;0,760816327;50,42163265;25,53469388;10,98367347;1,783673469;0;0,337959184;0,506938776;0,281632653;1,520816327;0,666530612;0;0;0;0,638367347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,291836735;0,287755102;0,165306122;3,893877551;0,159183673;0,030612245;0;0,153061224;0;0;0;0;0;0,12244898;;;24;368;;;;;;;;;;;1209;651;1860;;;0;0;114,3;0,115;0,3;0,59;13,14;34,29;66,8655;45,7;14;20,108;25,592;0;0;86,9735;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;43,2;;52,1;;;;;;;;;;;;;;;;;;;;;;;23,2;;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,71668
1220;[86];A40 P08;51,15235294;25,43529412;10,99411765;6,739215686;0,203921569;0,370980392;0,497647059;0,47254902;1,492941176;0,654313725;0;0;;0,783529412;49,49745098;25,06666667;10,78235294;1,750980392;0;0,331764706;0,497647059;0,276470588;1,492941176;0,654313725;0;0;0;0,626666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,654901961;0,368627451;0,211764706;4,988235294;0,203921569;0,039215686;0;0,196078431;0;0;0;0;0;0,156862745;;;32;376;;;;;;;;;;;1209;651;1860;;;0;0;114,3;0,115;0,3;0,59;13,14;34,29;66,8655;45,7;14;20,108;25,592;0;3,92;89,3255;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;34,4;;38;;;;;;;;;;;;;;;;;;;;;;;20,6;;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134,83828
1221;[86];A35 P06;51,7534;25,85;11,16;5,602;0,156;0,3684;0,5076;0,432;1,5228;0,6674;0;0;;0,7592;50,4874;25,568;10,998;1,786;0;0,3384;0,5076;0,282;1,5228;0,6674;0;0;0;0,6392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,266;0,282;0,162;3,816;0,156;0,03;0;0,15;0;0;0;0;0;0,12;;;24;376;;;;;;;;;;;1218;655,9;1873,9;;;0;0;100;0,115;0,3;0,59;11,5;30;58,5;40;14;17,6;22,4;6;6;85,7;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;35,3;;47,4;;;;;;;;;;;;;;;;;;;;;;;21,4;;25,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,83472
1222;[87];A40 S00;53,71;27,2;11,7;1,9;0;0,36;0,54;0,3;1,62;0,71;0;0;;0,68;53,71;27,2;11,7;1,9;0;0,36;0,54;0,3;1,62;0,71;0;0;0;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;400;;;;;;;;;;;1209;651;1860;;;0;0;114,3;0,115;0,3;0,59;13,14;34,29;66,8655;45,7;14;20,108;25,592;0;0;86,9735;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;25,6;;33,4;;;;;;;;;;;;;;;;;;;;;;;17,4;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,68468
1223;[87];A40 S10;51,335;25,705;10,582;6,255;0;0,355;0,524;0,632;1,504;0,685;0;0;;0,851;48,339;24,48;10,53;1,71;0;0,324;0,486;0,27;1,458;0,639;0;0;0;0,612;2,996;1,225;0,052;4,545;0;0,031;0,038;0,362;0,046;0,046;0;0;0;0,239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;360;40;;;;;;;;;;1209;651;1860;;;0;0;114,3;0,115;0,3;0,59;13,14;34,29;66,8655;45,7;14;20,108;25,592;0;0;86,9735;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;38,3;;45,5;;;;;;;;;;;;;;;;;;;;;;;22,6;;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,60468
1224;[87];A40 S15;50,1475;24,9575;10,023;8,4325;0;0,3525;0,516;0,798;1,446;0,6725;0;0;;0,9365;45,6535;23,12;9,945;1,615;0;0,306;0,459;0,255;1,377;0,6035;0;0;0;0,578;4,494;1,8375;0,078;6,8175;0;0,0465;0,057;0,543;0,069;0,069;0;0;0;0,3585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;340;60;;;;;;;;;;1209;651;1860;;;0;0;114,3;0,115;0,3;0,59;13,14;34,29;66,8655;45,7;14;20,108;25,592;0;0;86,9735;;25;;24;;100;200;;;;;;;;;;;;;;;;;;;;;46,6;;53,3;;;;;;;;;;;;;;;;;;;;;;;24,6;;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,56468
1227;[88];Ms1;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;;0;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,22;;420;;;;;;2,22;;;;;1061;710;1771;2,83;2,64;0;0;168;0,159;0,314;0,53;26,71;52,75;88,536;67,2;16;24,192;43,008;12,6;0;125,328;1;60;0;24;;100;300;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;19,677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175,4794533
1228;[88];Ms2;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;;0;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,22;;500;;;;;;2,22;;;;;928,5;621,85;1550,35;2,83;2,64;0;0;217,85;0,159;0,314;0,53;34,64;68,4;114,80695;87,14;16;31,3704;55,7696;15;0;161,17735;1;60;0;24;;100;300;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;217,1247973
1229;[88];Ms3;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;;0;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,22;;550;;;;;;2,22;;;;;800;535,75;1335,75;2,83;2,64;0;0;239,64;0,159;0,314;0,53;38,1;75,25;126,29028;95,85;16;34,506;61,344;16,5;0;177,29628;1;60;0;24;;100;300;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;24,099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234,8140933
1230;[88];Ms4;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;;0;58;27,5;5;3,6;1,91;2;0;1,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,22;;640;;;;;;2,22;;;;;773;434,8;1207,8;2,83;2,64;0;0;274,28;0,159;0,314;0,53;43,61;86,12;144,54556;109,7;16;39,492;70,208;12,8;0;196,83756;1;60;0;24;;100;300;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;26,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264,0048933
1231;[89];10C1;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;391;;;;;;2,42;;;;;1111;721;1832;2,7;2,6;0;0;92;0,128;0,255;0,62;11,78;23,46;56,764;75;7,5;52,5;22,5;0;0;109,264;28;70;;65;100;;;11,4587;;22,5717;;;21,829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,7432;;;;895,0651
1232;[89];10C2;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;;;;;;2,42;;;;;1111;721;1832;2,7;2,6;0;0;89;0,128;0,255;0,62;11,39;22,7;54,913;73;7,5;51,1;21,9;0;0;106,013;28;70;;65;100;;;11,0445;;15,4909;;;16,6001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,7185;;;;892,7921
1233;[89];10C3;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;;;;;;2,42;;;;;1111;721;1832;2,7;2,6;0;0;87;0,128;0,255;0,62;11,14;22,19;53,679;72;7,5;50,4;21,6;0;0;104,079;28;70;;65;100;;;8,40817;;12,8526;;;12,4803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164,216;;;;891,4616
1234;[89];10C4;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;367;;;;;;2,42;;;;;1145;742;1887;2,7;2,6;0;0;86;0,128;0,255;0,62;11,01;21,93;53,062;71;7,5;49,7;21,3;0;0;102,762;28;70;;65;100;;;13,308;;21,0857;;;18,8635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,77142;;;;890,7751
1235;[89];10C5;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;357;;;;;;2,42;;;;;1145;742;1887;2,7;2,6;0;0;84;0,128;0,255;0,62;10,75;21,42;51,828;69;7,5;48,3;20,7;0;0;100,128;28;70;;65;100;;;10,6697;;14,7438;;;16,2253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,1661;;;;888,8661
1236;[89];10C6;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348;;;;;;2,42;;;;;1145;742;1887;2,7;2,6;0;0;82;0,128;0,255;0,62;10,5;20,91;50,594;67;7,5;46,9;20,1;0;0;97,494;28;70;;65;100;;;7,65918;;13,2147;;;11,7314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,706;;;;886,9611
1237;[89];10C7;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;355;;;;;;2,42;;;;;1160;753;1913;2,7;2,6;0;0;84;0,128;0,255;0,62;10,75;21,42;51,828;69;7,5;48,3;20,7;0;0;100,128;28;70;;65;100;;;12,9217;;18,8496;;;20,3272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,77731;;;;888,9829
1238;[89];10C8;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;346;;;;;;2,42;;;;;1160;753;1913;2,7;2,6;0;0;81;0,128;0,255;0,62;10,37;20,66;49,977;67;7,5;46,9;20,1;0;0;96,877;28;70;;65;100;;;9,54465;;15,0983;;;16,5798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,9409;;;;886,7179
1239;[89];10C9;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;46,78;22,52;9,15;2,24;1,33;0,89;4,09;0,9;1,05;0,17;0;0;0,05;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;337;;;;;;2,42;;;;;1160;753;1913;2,7;2,6;0;0;79;0,128;0,255;0,62;10,11;20,15;48,743;65;7,5;45,5;19,5;0;0;94,243;28;70;;65;100;;;8,01941;;13,2046;;;10,2397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,8171;;;;884,8129
1240;[89];8C1;43,31753149;20,27337531;7,400856423;10,49420655;2,446347607;0,921838791;3,461183879;1,071133501;0,974382872;0,136171285;0;0;0,141536524;3,337178841;37,4711335;18,03869018;7,329219144;1,794256927;1,06534005;0,712896725;3,276120907;0,720906801;0,841057935;0,136171285;0;0;0,040050378;2,859596977;5,846397985;2,234685139;0,07163728;8,699949622;1,381007557;0,208942065;0,185062972;0,3502267;0,133324937;0;0;0;0,101486146;0,477581864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;79;;;;;2,42;2,92;;;;1111;721;1832;2,7;2,6;0;0;93;0,128;0,255;0,62;11,9;23,72;57,381;77;7,5;53,9;23,1;0;0;111,281;;20;;24;100;;;8,11786;;24,0438;;;38,8586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,6022;;;;91,8901
1241;[89];8C2;43,30901554;20,26784974;7,396554404;10,51450777;2,449093264;0,921917098;3,459637306;1,071554404;0,974196891;0,136088083;0;0;0,141761658;3,336606218;37,44823834;18,02766839;7,324740933;1,793160622;1,064689119;0,71246114;3,274119171;0,720466321;0,840544041;0,136088083;0;0;0,040025907;2,857849741;5,860777202;2,240181347;0,071813472;8,72134715;1,384404145;0,209455959;0,185518135;0,351088083;0,13365285;0;0;0;0,101735751;0,478756477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309;77;;;;;2,42;2,92;;;;1111;721;1832;2,7;2,6;0;0;91;0,128;0,255;0,62;11,65;23,21;56,147;75;7,5;52,5;22,5;0;0;108,647;;20;;24;100;;;6,57833;;23,6128;;;38,4302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,287;;;;89,8811
